breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
soft-coated wheaten terrier	0.719	"Tibetan terrier, chrysanthemum dog"	0.214	Irish terrier	0.032	15668.93395	wheaten_terrier_27.jpg	images/wheaten_terrier_27.jpg
soft-coated wheaten terrier	0.925	Irish terrier	0.053	Lakeland terrier	0.009	15672.21648	wheaten_terrier_28.jpg	images/wheaten_terrier_28.jpg
Norfolk terrier	0.296	West Highland white terrier	0.2	Lakeland terrier	0.156	15675.52381	wheaten_terrier_29.jpg	images/wheaten_terrier_29.jpg
soft-coated wheaten terrier	0.84	"Old English sheepdog, bobtail"	0.042	Lakeland terrier	0.042	15678.84343	wheaten_terrier_3.jpg	images/wheaten_terrier_3.jpg
soft-coated wheaten terrier	0.967	Irish terrier	0.018	"Old English sheepdog, bobtail"	0.01	15682.14806	wheaten_terrier_30.jpg	images/wheaten_terrier_30.jpg
"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"	0.715	llama	0.079	"ram, tup"	0.036	15685.42829	wheaten_terrier_31.jpg	images/wheaten_terrier_31.jpg
"Airedale, Airedale terrier"	0.653	Lakeland terrier	0.297	soft-coated wheaten terrier	0.018	15688.78343	wheaten_terrier_32.jpg	images/wheaten_terrier_32.jpg
soft-coated wheaten terrier	0.715	Lakeland terrier	0.232	Irish terrier	0.035	15692.08758	wheaten_terrier_33.jpg	images/wheaten_terrier_33.jpg
West Highland white terrier	0.429	"Maltese dog, Maltese terrier, Maltese"	0.112	"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita"	0.047	15695.3688	wheaten_terrier_34.jpg	images/wheaten_terrier_34.jpg
Irish wolfhound	0.141	standard poodle	0.119	miniature poodle	0.065	15698.6615	wheaten_terrier_35.jpg	images/wheaten_terrier_35.jpg
West Highland white terrier	0.842	peacock	0.015	llama	0.01	15701.9906	wheaten_terrier_36.jpg	images/wheaten_terrier_36.jpg
soft-coated wheaten terrier	0.649	Irish terrier	0.223	miniature schnauzer	0.028	15705.45949	wheaten_terrier_37.jpg	images/wheaten_terrier_37.jpg
soft-coated wheaten terrier	0.158	Irish terrier	0.106	golden retriever	0.061	15708.78338	wheaten_terrier_38.jpg	images/wheaten_terrier_38.jpg
soft-coated wheaten terrier	0.776	Irish terrier	0.058	"Dandie Dinmont, Dandie Dinmont terrier"	0.051	15712.06651	wheaten_terrier_39.jpg	images/wheaten_terrier_39.jpg
"Tibetan terrier, chrysanthemum dog"	0.51	soft-coated wheaten terrier	0.262	briard	0.111	15715.37215	wheaten_terrier_4.jpg	images/wheaten_terrier_4.jpg
soft-coated wheaten terrier	0.936	briard	0.028	"Afghan hound, Afghan"	0.01	15718.67843	wheaten_terrier_40.jpg	images/wheaten_terrier_40.jpg
soft-coated wheaten terrier	0.515	"Tibetan terrier, chrysanthemum dog"	0.197	"Dandie Dinmont, Dandie Dinmont terrier"	0.086	15721.97492	wheaten_terrier_41.jpg	images/wheaten_terrier_41.jpg
"Dandie Dinmont, Dandie Dinmont terrier"	0.261	Irish wolfhound	0.173	miniature schnauzer	0.073	15725.27317	wheaten_terrier_42.jpg	images/wheaten_terrier_42.jpg
Lakeland terrier	0.873	Irish terrier	0.079	soft-coated wheaten terrier	0.027	15728.55517	wheaten_terrier_43.jpg	images/wheaten_terrier_43.jpg
soft-coated wheaten terrier	0.947	Irish terrier	0.017	"Tibetan terrier, chrysanthemum dog"	0.016	15731.83742	wheaten_terrier_44.jpg	images/wheaten_terrier_44.jpg
"Tibetan terrier, chrysanthemum dog"	0.489	soft-coated wheaten terrier	0.432	Norfolk terrier	0.025	15735.15523	wheaten_terrier_45.jpg	images/wheaten_terrier_45.jpg
soft-coated wheaten terrier	0.922	"Old English sheepdog, bobtail"	0.074	komondor	0.002	15738.45743	wheaten_terrier_46.jpg	images/wheaten_terrier_46.jpg
soft-coated wheaten terrier	0.844	"Tibetan terrier, chrysanthemum dog"	0.067	Irish terrier	0.047	15741.75959	wheaten_terrier_47.jpg	images/wheaten_terrier_47.jpg
"Old English sheepdog, bobtail"	0.309	Lakeland terrier	0.218	West Highland white terrier	0.117	15745.10533	wheaten_terrier_48.jpg	images/wheaten_terrier_48.jpg
soft-coated wheaten terrier	0.996	Irish terrier	0.003	"Old English sheepdog, bobtail"	0.001	15748.38498	wheaten_terrier_49.jpg	images/wheaten_terrier_49.jpg
soft-coated wheaten terrier	0.507	miniature poodle	0.281	toy poodle	0.157	15751.7119	wheaten_terrier_5.jpg	images/wheaten_terrier_5.jpg
soft-coated wheaten terrier	0.99	"Bouvier des Flandres, Bouviers des Flandres"	0.004	Irish terrier	0.003	15754.99078	wheaten_terrier_50.jpg	images/wheaten_terrier_50.jpg
soft-coated wheaten terrier	0.679	Irish wolfhound	0.203	briard	0.108	15758.27453	wheaten_terrier_51.jpg	images/wheaten_terrier_51.jpg
soft-coated wheaten terrier	0.772	"Old English sheepdog, bobtail"	0.09	kuvasz	0.029	15761.55822	wheaten_terrier_52.jpg	images/wheaten_terrier_52.jpg
West Highland white terrier	0.692	Norfolk terrier	0.071	"cairn, cairn terrier"	0.057	15764.91423	wheaten_terrier_53.jpg	images/wheaten_terrier_53.jpg
soft-coated wheaten terrier	0.959	Lakeland terrier	0.032	Irish terrier	0.007	15768.24979	wheaten_terrier_54.jpg	images/wheaten_terrier_54.jpg
soft-coated wheaten terrier	0.322	golden retriever	0.17	Irish terrier	0.105	15771.58821	wheaten_terrier_55.jpg	images/wheaten_terrier_55.jpg
"Tibetan terrier, chrysanthemum dog"	0.512	"otterhound, otter hound"	0.397	"clumber, clumber spaniel"	0.039	15775.10437	wheaten_terrier_56.jpg	images/wheaten_terrier_56.jpg
soft-coated wheaten terrier	0.686	Irish terrier	0.129	"Sealyham terrier, Sealyham"	0.049	15778.40435	wheaten_terrier_57.jpg	images/wheaten_terrier_57.jpg
soft-coated wheaten terrier	0.901	Irish terrier	0.084	Lakeland terrier	0.007	15781.70856	wheaten_terrier_58.jpg	images/wheaten_terrier_58.jpg
soft-coated wheaten terrier	0.719	"Old English sheepdog, bobtail"	0.114	"Tibetan terrier, chrysanthemum dog"	0.103	15785.03797	wheaten_terrier_59.jpg	images/wheaten_terrier_59.jpg
soft-coated wheaten terrier	0.675	"Tibetan terrier, chrysanthemum dog"	0.17	"Dandie Dinmont, Dandie Dinmont terrier"	0.065	15788.33229	wheaten_terrier_6.jpg	images/wheaten_terrier_6.jpg
soft-coated wheaten terrier	0.605	"Tibetan terrier, chrysanthemum dog"	0.102	"Dandie Dinmont, Dandie Dinmont terrier"	0.065	15791.68178	wheaten_terrier_60.jpg	images/wheaten_terrier_60.jpg
"cairn, cairn terrier"	0.161	soft-coated wheaten terrier	0.151	"Tibetan terrier, chrysanthemum dog"	0.135	15795.00312	wheaten_terrier_61.jpg	images/wheaten_terrier_61.jpg
soft-coated wheaten terrier	0.952	Irish terrier	0.03	Border terrier	0.01	15798.28338	wheaten_terrier_62.jpg	images/wheaten_terrier_62.jpg
soft-coated wheaten terrier	0.458	Irish terrier	0.426	"Sealyham terrier, Sealyham"	0.038	15801.58091	wheaten_terrier_63.jpg	images/wheaten_terrier_63.jpg
soft-coated wheaten terrier	0.298	Norfolk terrier	0.258	Irish terrier	0.101	15804.86103	wheaten_terrier_64.jpg	images/wheaten_terrier_64.jpg
soft-coated wheaten terrier	0.936	Irish terrier	0.037	briard	0.019	15808.20991	wheaten_terrier_65.jpg	images/wheaten_terrier_65.jpg
soft-coated wheaten terrier	0.833	Irish terrier	0.155	Lakeland terrier	0.005	15811.55794	wheaten_terrier_66.jpg	images/wheaten_terrier_66.jpg
soft-coated wheaten terrier	0.821	"Tibetan terrier, chrysanthemum dog"	0.079	Irish terrier	0.042	15814.85544	wheaten_terrier_67.jpg	images/wheaten_terrier_67.jpg
soft-coated wheaten terrier	0.932	"Tibetan terrier, chrysanthemum dog"	0.036	Irish terrier	0.03	15818.21664	wheaten_terrier_68.jpg	images/wheaten_terrier_68.jpg
hare	0.256	"hyena, hyaena"	0.077	Egyptian cat	0.076	15821.52245	wheaten_terrier_69.jpg	images/wheaten_terrier_69.jpg
miniature poodle	0.078	West Highland white terrier	0.072	Australian terrier	0.072	15824.79926	wheaten_terrier_7.jpg	images/wheaten_terrier_7.jpg
Australian terrier	0.608	Norfolk terrier	0.107	golden retriever	0.073	15828.10066	wheaten_terrier_70.jpg	images/wheaten_terrier_70.jpg
soft-coated wheaten terrier	0.633	"Tibetan terrier, chrysanthemum dog"	0.215	"Lhasa, Lhasa apso"	0.103	15831.40481	wheaten_terrier_71.jpg	images/wheaten_terrier_71.jpg
"Airedale, Airedale terrier"	0.962	Lakeland terrier	0.027	Irish terrier	0.006	15834.86667	wheaten_terrier_72.jpg	images/wheaten_terrier_72.jpg
soft-coated wheaten terrier	0.533	Irish terrier	0.143	Border terrier	0.073	15838.16193	wheaten_terrier_73.jpg	images/wheaten_terrier_73.jpg
soft-coated wheaten terrier	0.275	English setter	0.085	Irish terrier	0.082	15841.4582	wheaten_terrier_74.jpg	images/wheaten_terrier_74.jpg
Irish terrier	0.673	Lakeland terrier	0.131	Norfolk terrier	0.058	15844.94331	wheaten_terrier_75.jpg	images/wheaten_terrier_75.jpg
Lakeland terrier	0.68	wire-haired fox terrier	0.18	Bedlington terrier	0.04	15848.22516	wheaten_terrier_76.jpg	images/wheaten_terrier_76.jpg
miniature poodle	0.248	soft-coated wheaten terrier	0.221	toy poodle	0.078	15851.53312	wheaten_terrier_77.jpg	images/wheaten_terrier_77.jpg
"Tibetan terrier, chrysanthemum dog"	0.267	soft-coated wheaten terrier	0.233	"silky terrier, Sydney silky"	0.191	15854.8136	wheaten_terrier_78.jpg	images/wheaten_terrier_78.jpg
soft-coated wheaten terrier	0.724	Irish terrier	0.187	Lakeland terrier	0.043	15858.09354	wheaten_terrier_79.jpg	images/wheaten_terrier_79.jpg
miniature poodle	0.3	miniature schnauzer	0.205	toy poodle	0.161	15861.37522	wheaten_terrier_8.jpg	images/wheaten_terrier_8.jpg
Lakeland terrier	0.493	Irish terrier	0.155	"Airedale, Airedale terrier"	0.077	15864.67707	wheaten_terrier_80.jpg	images/wheaten_terrier_80.jpg
soft-coated wheaten terrier	0.9	Irish terrier	0.041	"Old English sheepdog, bobtail"	0.021	15867.95721	wheaten_terrier_81.jpg	images/wheaten_terrier_81.jpg
soft-coated wheaten terrier	0.998	Irish terrier	0.001	"Lhasa, Lhasa apso"	0.00E+00	15871.24817	wheaten_terrier_82.jpg	images/wheaten_terrier_82.jpg
soft-coated wheaten terrier	0.999	briard	0.001	Irish terrier	0	15874.53014	wheaten_terrier_83.jpg	images/wheaten_terrier_83.jpg
soft-coated wheaten terrier	0.913	Irish terrier	0.044	"Tibetan terrier, chrysanthemum dog"	0.012	15877.83471	wheaten_terrier_84.jpg	images/wheaten_terrier_84.jpg
soft-coated wheaten terrier	0.414	briard	0.322	"Old English sheepdog, bobtail"	0.129	15881.12107	wheaten_terrier_85.jpg	images/wheaten_terrier_85.jpg
soft-coated wheaten terrier	0.849	Irish terrier	0.061	Leonberg	0.027	15884.42666	wheaten_terrier_86.jpg	images/wheaten_terrier_86.jpg
soft-coated wheaten terrier	0.599	"silky terrier, Sydney silky"	0.174	briard	0.117	15887.72708	wheaten_terrier_87.jpg	images/wheaten_terrier_87.jpg
"Siamese cat, Siamese"	0.07	wire-haired fox terrier	0.067	Chihuahua	0.06	15891.04898	wheaten_terrier_88.jpg	images/wheaten_terrier_88.jpg
soft-coated wheaten terrier	0.472	"Tibetan terrier, chrysanthemum dog"	0.242	"Lhasa, Lhasa apso"	0.179	15894.32874	wheaten_terrier_89.jpg	images/wheaten_terrier_89.jpg
soft-coated wheaten terrier	0.224	Irish terrier	0.165	miniature poodle	0.14	15897.62908	wheaten_terrier_9.jpg	images/wheaten_terrier_9.jpg
West Highland white terrier	0.326	"Sealyham terrier, Sealyham"	0.111	soft-coated wheaten terrier	0.107	15900.97712	wheaten_terrier_90.jpg	images/wheaten_terrier_90.jpg
soft-coated wheaten terrier	0.419	"Tibetan terrier, chrysanthemum dog"	0.085	West Highland white terrier	0.055	15904.32626	wheaten_terrier_91.jpg	images/wheaten_terrier_91.jpg
marmot	0.172	miniature poodle	0.148	"cairn, cairn terrier"	0.106	15907.87615	wheaten_terrier_92.jpg	images/wheaten_terrier_92.jpg
Lakeland terrier	0.674	Norwich terrier	0.092	soft-coated wheaten terrier	0.074	15911.17891	wheaten_terrier_93.jpg	images/wheaten_terrier_93.jpg
soft-coated wheaten terrier	0.817	"Tibetan terrier, chrysanthemum dog"	0.107	Irish terrier	0.042	15914.49054	wheaten_terrier_94.jpg	images/wheaten_terrier_94.jpg
soft-coated wheaten terrier	0.991	Irish terrier	0.007	"Tibetan terrier, chrysanthemum dog"	0.002	15917.95441	wheaten_terrier_95.jpg	images/wheaten_terrier_95.jpg
soft-coated wheaten terrier	0.998	Irish terrier	0.001	"Tibetan terrier, chrysanthemum dog"	0.001	15921.25121	wheaten_terrier_96.jpg	images/wheaten_terrier_96.jpg
soft-coated wheaten terrier	0.477	Irish terrier	0.351	"Tibetan terrier, chrysanthemum dog"	0.038	15924.53636	wheaten_terrier_97.jpg	images/wheaten_terrier_97.jpg
soft-coated wheaten terrier	0.446	Lakeland terrier	0.293	"Old English sheepdog, bobtail"	0.076	15927.8183	wheaten_terrier_98.jpg	images/wheaten_terrier_98.jpg
soft-coated wheaten terrier	0.982	Irish terrier	0.013	briard	0.002	15931.15517	wheaten_terrier_99.jpg	images/wheaten_terrier_99.jpg
Yorkshire terrier	0.903	Australian terrier	0.044	"silky terrier, Sydney silky"	0.027	15934.4636	yorkshire_terrier_1.jpg	images/yorkshire_terrier_1.jpg
Yorkshire terrier	0.904	"silky terrier, Sydney silky"	0.055	Australian terrier	0.024	15937.77235	yorkshire_terrier_10.jpg	images/yorkshire_terrier_10.jpg
Yorkshire terrier	0.429	"silky terrier, Sydney silky"	0.212	Australian terrier	0.198	15941.06437	yorkshire_terrier_100.jpg	images/yorkshire_terrier_100.jpg
Yorkshire terrier	0.909	Australian terrier	0.041	"silky terrier, Sydney silky"	0.04	15944.36715	yorkshire_terrier_101.jpg	images/yorkshire_terrier_101.jpg
Yorkshire terrier	0.973	"silky terrier, Sydney silky"	0.014	Australian terrier	0.007	15947.69696	yorkshire_terrier_102.jpg	images/yorkshire_terrier_102.jpg
Yorkshire terrier	0.492	"silky terrier, Sydney silky"	0.229	Shih-Tzu	0.086	15951.16201	yorkshire_terrier_103.jpg	images/yorkshire_terrier_103.jpg
Yorkshire terrier	0.998	"silky terrier, Sydney silky"	0.002	Australian terrier	0	15954.47892	yorkshire_terrier_104.jpg	images/yorkshire_terrier_104.jpg
Yorkshire terrier	0.989	Norwich terrier	0.007	"silky terrier, Sydney silky"	0.003	15957.78467	yorkshire_terrier_105.jpg	images/yorkshire_terrier_105.jpg
Yorkshire terrier	0.61	"cairn, cairn terrier"	0.184	"Lhasa, Lhasa apso"	0.111	15961.0944	yorkshire_terrier_106.jpg	images/yorkshire_terrier_106.jpg
Yorkshire terrier	0.771	toy terrier	0.065	"silky terrier, Sydney silky"	0.035	15964.41108	yorkshire_terrier_107.jpg	images/yorkshire_terrier_107.jpg
Yorkshire terrier	0.966	"silky terrier, Sydney silky"	0.023	Australian terrier	0.009	15967.71199	yorkshire_terrier_108.jpg	images/yorkshire_terrier_108.jpg
Yorkshire terrier	0.724	Australian terrier	0.099	"silky terrier, Sydney silky"	0.079	15971.05351	yorkshire_terrier_109.jpg	images/yorkshire_terrier_109.jpg
"silky terrier, Sydney silky"	0.435	Yorkshire terrier	0.418	Australian terrier	0.142	15974.34329	yorkshire_terrier_11.jpg	images/yorkshire_terrier_11.jpg
Australian terrier	0.387	Yorkshire terrier	0.371	"silky terrier, Sydney silky"	0.214	15977.663	yorkshire_terrier_110.jpg	images/yorkshire_terrier_110.jpg
Yorkshire terrier	0.991	"silky terrier, Sydney silky"	0.007	Brabancon griffon	0.001	15980.98596	yorkshire_terrier_111.jpg	images/yorkshire_terrier_111.jpg
Yorkshire terrier	0.898	"silky terrier, Sydney silky"	0.054	Australian terrier	0.042	15984.26518	yorkshire_terrier_112.jpg	images/yorkshire_terrier_112.jpg
Italian greyhound	0.135	Chihuahua	0.116	toy poodle	0.039	15987.7468	yorkshire_terrier_113.jpg	images/yorkshire_terrier_113.jpg
Yorkshire terrier	0.303	Australian terrier	0.161	"silky terrier, Sydney silky"	0.13	15991.02831	yorkshire_terrier_114.jpg	images/yorkshire_terrier_114.jpg
Yorkshire terrier	0.534	Australian terrier	0.311	"silky terrier, Sydney silky"	0.108	15994.33994	yorkshire_terrier_115.jpg	images/yorkshire_terrier_115.jpg
Yorkshire terrier	0.755	"silky terrier, Sydney silky"	0.163	Australian terrier	0.064	15997.62029	yorkshire_terrier_116.jpg	images/yorkshire_terrier_116.jpg
Australian terrier	0.369	Yorkshire terrier	0.284	"silky terrier, Sydney silky"	0.249	16000.90761	yorkshire_terrier_117.jpg	images/yorkshire_terrier_117.jpg
Australian terrier	0.887	toy terrier	0.074	"silky terrier, Sydney silky"	0.022	16004.20903	yorkshire_terrier_118.jpg	images/yorkshire_terrier_118.jpg
Australian terrier	0.324	"silky terrier, Sydney silky"	0.292	Yorkshire terrier	0.219	16007.49017	yorkshire_terrier_119.jpg	images/yorkshire_terrier_119.jpg
"silky terrier, Sydney silky"	0.515	Yorkshire terrier	0.315	Australian terrier	0.15	16010.77216	yorkshire_terrier_12.jpg	images/yorkshire_terrier_12.jpg
Yorkshire terrier	0.629	Australian terrier	0.2	toy terrier	0.097	16014.12053	yorkshire_terrier_120.jpg	images/yorkshire_terrier_120.jpg
"Tibetan terrier, chrysanthemum dog"	0.419	"Lhasa, Lhasa apso"	0.279	"affenpinscher, monkey pinscher, monkey dog"	0.158	16017.4602	yorkshire_terrier_121.jpg	images/yorkshire_terrier_121.jpg
Yorkshire terrier	0.723	"silky terrier, Sydney silky"	0.145	Australian terrier	0.102	16020.80361	yorkshire_terrier_122.jpg	images/yorkshire_terrier_122.jpg
"Pekinese, Pekingese, Peke"	0.257	Pomeranian	0.134	"Lhasa, Lhasa apso"	0.094	16024.10815	yorkshire_terrier_123.jpg	images/yorkshire_terrier_123.jpg
"silky terrier, Sydney silky"	0.192	Yorkshire terrier	0.138	Australian terrier	0.098	16027.38939	yorkshire_terrier_124.jpg	images/yorkshire_terrier_124.jpg
triceratops	0.173	"otterhound, otter hound"	0.148	wire-haired fox terrier	0.126	16030.67019	yorkshire_terrier_125.jpg	images/yorkshire_terrier_125.jpg
Yorkshire terrier	0.969	Australian terrier	0.028	"silky terrier, Sydney silky"	0.002	16034.00012	yorkshire_terrier_126.jpg	images/yorkshire_terrier_126.jpg
Yorkshire terrier	0.366	"silky terrier, Sydney silky"	0.348	Australian terrier	0.203	16037.31556	yorkshire_terrier_127.jpg	images/yorkshire_terrier_127.jpg
Yorkshire terrier	0.961	Australian terrier	0.027	"silky terrier, Sydney silky"	0.012	16040.61526	yorkshire_terrier_128.jpg	images/yorkshire_terrier_128.jpg
Yorkshire terrier	0.57	miniature schnauzer	0.132	Norfolk terrier	0.097	16043.91729	yorkshire_terrier_129.jpg	images/yorkshire_terrier_129.jpg
Australian terrier	0.511	Yorkshire terrier	0.338	"silky terrier, Sydney silky"	0.145	16047.21908	yorkshire_terrier_13.jpg	images/yorkshire_terrier_13.jpg
Yorkshire terrier	0.588	Australian terrier	0.166	Norfolk terrier	0.063	16050.53774	yorkshire_terrier_130.jpg	images/yorkshire_terrier_130.jpg
Yorkshire terrier	0.366	Australian terrier	0.297	"silky terrier, Sydney silky"	0.113	16053.82355	yorkshire_terrier_131.jpg	images/yorkshire_terrier_131.jpg
Australian terrier	0.453	Yorkshire terrier	0.343	"silky terrier, Sydney silky"	0.196	16057.31185	yorkshire_terrier_132.jpg	images/yorkshire_terrier_132.jpg
Yorkshire terrier	0.889	Australian terrier	0.087	"silky terrier, Sydney silky"	0.021	16060.61696	yorkshire_terrier_133.jpg	images/yorkshire_terrier_133.jpg
Yorkshire terrier	0.934	"silky terrier, Sydney silky"	0.029	Australian terrier	0.024	16063.91882	yorkshire_terrier_134.jpg	images/yorkshire_terrier_134.jpg
Yorkshire terrier	0.975	toy terrier	0.009	Australian terrier	0.009	16067.21907	yorkshire_terrier_135.jpg	images/yorkshire_terrier_135.jpg
Yorkshire terrier	0.585	"silky terrier, Sydney silky"	0.364	Australian terrier	0.028	16070.54369	yorkshire_terrier_136.jpg	images/yorkshire_terrier_136.jpg
Yorkshire terrier	0.68	"silky terrier, Sydney silky"	0.205	Australian terrier	0.074	16073.84849	yorkshire_terrier_137.jpg	images/yorkshire_terrier_137.jpg
Yorkshire terrier	0.548	Australian terrier	0.32	"silky terrier, Sydney silky"	0.071	16077.16829	yorkshire_terrier_138.jpg	images/yorkshire_terrier_138.jpg
Yorkshire terrier	0.894	Australian terrier	0.051	"silky terrier, Sydney silky"	0.046	16080.50548	yorkshire_terrier_139.jpg	images/yorkshire_terrier_139.jpg
Yorkshire terrier	0.745	"silky terrier, Sydney silky"	0.154	Australian terrier	0.094	16083.8053	yorkshire_terrier_14.jpg	images/yorkshire_terrier_14.jpg
